date (utc),logical size,command (/s),query (/s),update (/s),delete (/s),insert (/s)
"November 10, 2021 at 10:09:41 PM",141.48 KB,0.09782407407407408,0,0,0,0
"November 11, 2021 at 9:09:41 PM",141.48 KB,0.10196859903381643,0,0,0,0
"November 12, 2021 at 10:09:41 PM",141.48 KB,0.1056,0,0,0,0
"November 13, 2021 at 10:09:41 PM",141.48 KB,0.09780092592592593,0,0,0,0
"November 14, 2021 at 10:09:41 PM",141.48 KB,0.09759259259259259,0,0,0,0
"November 15, 2021 at 9:09:41 PM",141.48 KB,0.10208937198067633,0,0,0,0
"November 16, 2021 at 10:09:41 PM",141.48 KB,0.09778888997543211,0,0,0,0
"November 17, 2021 at 10:09:41 PM",141.48 KB,0.10513888888888889,0,0,0,0
"November 18, 2021 at 10:09:41 PM",141.48 KB,0.1017824074074074,0,0,0,0
"November 19, 2021 at 10:09:42 PM",141.48 KB,???,0,0,0,0
"November 20, 2021 at 10:09:42 PM",141.48 KB,0.10193287037037037,0,0,0,0
"November 21, 2021 at 10:09:42 PM",141.48 KB,0.10641203703703704,0,0,0,0
"November 22, 2021 at 10:09:42 PM",141.48 KB,0.10184027777777778,0,0,0,0
"November 23, 2021 at 10:09:42 PM",141.48 KB,0.10194444444444445,0,0,0,0
"November 24, 2021 at 10:09:42 PM",141.49 KB,0.051909722222222225,0,0,0,0
"November 25, 2021 at 10:09:42 PM",141.50 KB,0.0038773148148148148,0,0,0,0
"November 26, 2021 at 10:09:42 PM",141.50 KB,0,0,0,0,0
"November 27, 2021 at 10:09:42 PM",141.50 KB,0.0041087963438518095,0,0,0,0
"November 28, 2021 at 10:09:42 PM",141.50 KB,0,0,0,0,0
"November 29, 2021 at 10:09:42 PM",141.50 KB,0.008194444444444445,0,0,0,0
"November 30, 2021 at 10:09:42 PM",141.50 KB,0.004907407407407407,0,0,0,0
"December 1, 2021 at 10:09:42 PM",141.49 KB,0.05997685185185185,0,0,0,0
"December 2, 2021 at 10:09:42 PM",141.48 KB,0.09771990740740741,0,0,0,0
"December 3, 2021 at 10:09:42 PM",141.48 KB,0.09773148148148147,0,0,0,0
"December 4, 2021 at 10:09:42 PM",141.48 KB,0.10188657407407407,0,0,0,0
"December 5, 2021 at 10:09:42 PM",141.43 KB,???,0,0,0,0
"December 6, 2021 at 10:09:42 PM",141.43 KB,0.10190972222222222,0,0,0,0
"December 7, 2021 at 10:09:42 PM",141.44 KB,0.09771990853842487,0,0,0,0
"December 8, 2021 at 10:09:42 PM",141.44 KB,0.10567129629629629,0,0,0,0
"December 9, 2021 at 1:08:42 AM",141.43 KB,0.16098694962877563,0,0,0,0
"December 9, 2021 at 10:09:42 PM",141.43 KB,0.10343642611683848,???,???,0,0
"December 10, 2021 at 10:09:42 PM",141.43 KB,0.09784722222222222,0.0038541666666666668,0.00125,0,0
"December 11, 2021 at 1:17:42 AM",141.43 KB,0.09787234042553192,0.003989361702127659,0.0015070921985815603,0,0
"December 11, 2021 at 10:09:42 PM",141.43 KB,???,???,???,0,0
"December 12, 2021 at 10:09:42 PM",141.43 KB,0.0978125,0,0,0,0
"December 13, 2021 at 10:09:42 PM",141.43 KB,0.10592592592592592,0,0,0,0
"December 14, 2021 at 10:09:42 PM",141.43 KB,0.09778935185185185,0,0,0,0
"December 15, 2021 at 10:09:42 PM",141.43 KB,0.09780092592592593,0,0,0,0
"December 16, 2021 at 10:09:42 PM",141.43 KB,0.0978125,0,0,0,0
"December 17, 2021 at 10:09:42 PM",141.43 KB,0.09774305555555556,0,0,0,0
"December 18, 2021 at 10:09:42 PM",141.43 KB,0.09785879629629629,0,0,0,0
"December 19, 2021 at 10:09:42 PM",141.43 KB,0.09784722222222222,0,0,0,0
"December 20, 2021 at 10:09:42 PM",141.43 KB,0.10599537037037036,0,0,0,0
"December 21, 2021 at 10:09:42 PM",141.41 KB,0.0977662037037037,0,0,0,0
"December 22, 2021 at 10:09:42 PM",141.38 KB,0.0978125,0,0,0,0
"December 23, 2021 at 10:08:42 PM",141.35 KB,0.09884178827889738,0,0,0,0
"December 24, 2021 at 10:09:42 PM",141.31 KB,0.10995836224843858,0,0,0,0
"December 25, 2021 at 10:09:42 PM",141.31 KB,0.07741898148148148,0,0,0,0
"December 26, 2021 at 10:09:42 PM",141.33 KB,0.002534722222222222,0,0,0,0
"December 27, 2021 at 10:09:42 PM",141.33 KB,0.005474537037037037,0,0,0,0
"December 28, 2021 at 10:09:42 PM",141.33 KB,0,0,0,0,0
"December 30, 2021 at 10:09:42 PM",141.33 KB,0.0022337962962962962,0,0,0,0
"December 31, 2021 at 10:09:42 PM",141.33 KB,0.003981481481481482,0,0,0,0
"January 1, 2022 at 10:09:42 PM",141.32 KB,0.059930555555555556,0,0,0,0
"January 2, 2022 at 10:09:42 PM",141.31 KB,0.10174768518518519,0,0,0,0
"January 3, 2022 at 10:09:42 PM",141.31 KB,0.09765046409317667,0,0,0,0
"January 4, 2022 at 10:09:42 PM",141.31 KB,0.09776620257215043,0,0,0,0
"January 5, 2022 at 11:09:42 PM",141.31 KB,0.09762222222222222,0,0,0,0
"January 6, 2022 at 10:09:42 PM",141.31 KB,0.09752415458937198,0,0,0,0
"January 7, 2022 at 10:09:42 PM",141.31 KB,0.10168981481481482,0,0,0,0
"January 8, 2022 at 10:09:42 PM",141.31 KB,0.09756944444444444,0,0,0,0
"January 9, 2022 at 10:09:42 PM",141.31 KB,0.09777777777777778,0,0,0,0
"January 10, 2022 at 10:09:42 PM",141.31 KB,0.09768518518518518,0,0,0,0
"January 11, 2022 at 1:05:42 AM",141.31 KB,0.09753787878787878,0,0,0,0
"January 11, 2022 at 11:09:42 PM",141.31 KB,0.10226584815384591,???,???,0,0
"January 12, 2022 at 10:09:41 PM",141.31 KB,???,0.00010869649496557691,0.00008454171830655982,0,0
"January 13, 2022 at 10:09:41 PM",141.31 KB,0.09775462962962964,0.0024189814814814816,0.0008333333333333334,0,0
"January 14, 2022 at 10:09:41 PM",141.31 KB,0.09773148148148147,0.0021643518518518518,0.0008217592592592593,0,0
"January 15, 2022 at 10:09:41 PM",141.31 KB,0.09778935185185185,0.0022916666666666667,0.0009722222222222222,0,0
"January 16, 2022 at 10:09:41 PM",141.31 KB,0.1019675925925926,0.002210648148148148,0.0010300925925925926,0,0
"January 17, 2022 at 10:08:41 PM",141.31 KB,0.09776465137827195,0.005860551308779245,0.0034746351633078527,0,0
"January 18, 2022 at 10:09:41 PM",141.31 KB,0.09776775387462411,0.0033194540828128615,0.0014341892204487625,0,0
"January 19, 2022 at 10:09:41 PM",141.31 KB,0.09780092592592593,0.0024074074074074076,0.0010532407407407407,0,0
